Created on 03-09-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-03-02 09-AM,BCHUSD,1290,1292.97,1259,1266,180.86,231698.62
2018-03-02 08-AM,BCHUSD,1284,1293.76,1284,1290,83.8,108088.36
2018-03-02 07-AM,BCHUSD,1280,1284.98,1275,1284,118.58,151832.6
2018-03-02 06-AM,BCHUSD,1268,1284.98,1268,1280,17.22,21915.38
2018-03-02 05-AM,BCHUSD,1269.94,1269.94,1261.71,1268,53.5,67780.69
2018-03-02 04-AM,BCHUSD,1285.67,1285.67,1269.94,1269.94,40.85,52236.76
2018-03-02 03-AM,BCHUSD,1287,1287,1281,1285.67,11.82,15155.9
2018-03-02 02-AM,BCHUSD,1302.88,1302.88,1287,1287,48.55,63000.46
2018-03-02 01-AM,BCHUSD,1288,1303,1283,1302.88,471.41,610514.99
2018-03-02 12-AM,BCHUSD,1283,1294.56,1283,1288,58.24,74904.6
2018-03-01 11-PM,BCHUSD,1283,1295.56,1283,1283,124.64,160683.15
2018-03-01 10-PM,BCHUSD,1284,1290.94,1279.1,1283,117.7,150721.42
2018-03-01 09-PM,BCHUSD,1295.8,1306.27,1283.34,1284,104.74,135823.16
2018-03-01 08-PM,BCHUSD,1290,1309,1285.35,1295.8,144.88,188004.69
2018-03-01 07-PM,BCHUSD,1292.27,1293.35,1285.84,1290,59.37,76419.59
2018-03-01 06-PM,BCHUSD,1285.72,1293.35,1285,1292.27,47.78,61658.39
2018-03-01 05-PM,BCHUSD,1287.59,1290,1280,1285.72,127.99,164079.31
2018-03-01 04-PM,BCHUSD,1275.9,1290,1273.09,1287.59,29.72,38202.19
2018-03-01 03-PM,BCHUSD,1275.08,1275.9,1265.12,1275.9,94.98,120618.52
2018-03-01 02-PM,BCHUSD,1267,1277.1,1267,1275.08,83.23,105800.03
2018-03-01 01-PM,BCHUSD,1270.92,1280.3,1253,1267,149.89,190004.45
2018-03-01 12-PM,BCHUSD,1288,1290,1266.53,1270.92,267.21,342552.55
2018-03-01 11-AM,BCHUSD,1287.03,1303.22,1281.65,1288,490.6,637211.73
2018-03-01 10-AM,BCHUSD,1274.88,1303,1274.88,1287.03,102.73,132508.18
2018-03-01 09-AM,BCHUSD,1246.56,1303.22,1240,1274.88,250.19,320535.81
2018-03-01 08-AM,BCHUSD,1230,1246.56,1230,1246.56,33.7,41869.75
2018-03-01 07-AM,BCHUSD,1210.09,1234.33,1210.09,1230,17.96,22024.26
2018-03-01 06-AM,BCHUSD,1219.96,1219.96,1209.92,1210.09,8.06,9800.41
2018-03-01 05-AM,BCHUSD,1216.76,1222.88,1213.03,1219.96,24.8,30168.1
2018-03-01 04-AM,BCHUSD,1200,1216.76,1200,1216.76,11.84,14341.32
2018-03-01 03-AM,BCHUSD,1200,1204.8,1200,1200,35.27,42392.92
2018-03-01 02-AM,BCHUSD,1207.31,1212.23,1200,1200,145.0,174905.15
2018-03-01 01-AM,BCHUSD,1205.9,1207.31,1200.08,1207.31,11.01,13223.48
2018-03-01 12-AM,BCHUSD,1197.94,1205.9,1185.49,1205.9,12.64,15114.07
2018-02-28 11-PM,BCHUSD,1208.74,1208.74,1197.94,1197.94,138.11,166764.25
2018-02-28 10-PM,BCHUSD,1226.79,1226.79,1208.74,1208.74,9.28,11265.83
2018-02-28 09-PM,BCHUSD,1235.94,1240.54,1222.79,1226.79,30.43,37451.65
2018-02-28 08-PM,BCHUSD,1225,1241.39,1225,1235.94,9.64,11911.54
2018-02-28 07-PM,BCHUSD,1217,1225,1216.01,1225,6.3,7685.15
2018-02-28 06-PM,BCHUSD,1214.63,1219.95,1210.26,1217,6.13,7446.45
2018-02-28 05-PM,BCHUSD,1206,1216,1205,1214.63,10.57,12787.19
2018-02-28 04-PM,BCHUSD,1218.71,1219,1206,1206,15.11,18322.99
2018-02-28 03-PM,BCHUSD,1220.8,1227.97,1216.71,1218.71,53.87,65861.61
2018-02-28 02-PM,BCHUSD,1206.71,1222.36,1206.71,1220.8,51.19,62089.12
