Created on 03-09-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-03-02 06-AM,ETHUSD,871.38,872.61,869.11,870.88,271.63,236704.23
2018-03-02 05-AM,ETHUSD,870,871.8,866.7,871.38,112.53,97858.53
2018-03-02 04-AM,ETHUSD,872.15,874.82,867.56,870,193.67,168731.1
2018-03-02 03-AM,ETHUSD,872.24,875.17,869.71,872.15,323.87,282761.66
2018-03-02 02-AM,ETHUSD,871.63,874.91,869.78,872.24,153.97,134250.43
2018-03-02 01-AM,ETHUSD,869.44,875.17,866.91,871.63,251.05,218675.8
2018-03-02 12-AM,ETHUSD,869.01,875.08,864.24,869.44,381.73,332244.25
2018-03-01 11-PM,ETHUSD,870.1,872.72,867.94,869.01,387.84,337309.53
2018-03-01 10-PM,ETHUSD,872.55,872.55,865.33,870.1,143.81,124746.65
2018-03-01 09-PM,ETHUSD,876.81,878.83,868.65,872.55,962.64,840531.79
2018-03-01 08-PM,ETHUSD,873.81,880.53,873,876.81,1168.91,1025568.0
2018-03-01 07-PM,ETHUSD,879.34,879.34,871.18,873.81,624.01,545863.93
2018-03-01 06-PM,ETHUSD,874.9,881.47,873.07,879.34,2635.21,2315820.86
2018-03-01 05-PM,ETHUSD,866.84,878,865.86,874.9,2287.17,1996346.44
2018-03-01 04-PM,ETHUSD,863.55,868.35,862.42,866.84,370.51,320646.09
2018-03-01 03-PM,ETHUSD,865.91,865.91,860,863.55,494.92,426621.26
2018-03-01 02-PM,ETHUSD,868.62,869.55,865.18,865.91,807.33,700391.33
2018-03-01 01-PM,ETHUSD,863,871,862.03,868.62,610.62,529292.03
2018-03-01 12-PM,ETHUSD,867.8,869.94,861,863,408.62,353353.9
2018-03-01 11-AM,ETHUSD,871.44,872.77,867.37,867.8,153.67,133704.96
2018-03-01 10-AM,ETHUSD,866.8,872.12,866.52,871.44,589.67,512824.68
2018-03-01 09-AM,ETHUSD,867.14,869.86,863.97,866.8,292.76,253981.48
2018-03-01 08-AM,ETHUSD,862.95,870,862.95,867.14,755.44,655060.51
2018-03-01 07-AM,ETHUSD,860.17,865.06,858.85,862.95,626.21,539676.31
2018-03-01 06-AM,ETHUSD,858.89,860.82,855.06,860.17,235.92,202271.15
2018-03-01 05-AM,ETHUSD,858.43,859.95,854.78,858.89,390.47,335125.83
2018-03-01 04-AM,ETHUSD,856.12,862.1,854.35,858.43,340.75,292606.56
2018-03-01 03-AM,ETHUSD,853.89,857.22,851.86,856.12,143.83,122872.12
